dms_orig,dms_dest,sctg2,dms_mode,thousand tons in 2017,thousand tons in 2018,thousand tons in 2019,thousand tons in 2020,thousand tons in 2021,thousand tons in 2022,thousand tons in 2023,thousand tons in 2024,thousand tons in 2030,thousand tons in 2030_low,thousand tons in 2030_high,thousand tons in 2035,thousand tons in 2035_low,thousand tons in 2035_high,thousand tons in 2040,thousand tons in 2040_low,thousand tons in 2040_high,thousand tons in 2045,thousand tons in 2045_low,thousand tons in 2045_high,thousand tons in 2050,thousand tons in 2050_low,thousand tons in 2050_high
230-Maine,53-Washington,21-Pharmaceuticals,4-Air (include truck-air),0,0,0,0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
230-Maine,53-Washington,21-Pharmaceuticals,5-Multiple modes & mail,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0005,0.0005,0.0006,0.0006,0.0007,0.0007,0.0007,0.0007,0.0008,0.0008,0.0008,0.0009,0.0009,0.001,0.0011,0.001,0.0011
230-Maine,55-Wisconsin,21-Pharmaceuticals,1-Truck,19.0403,18.0756,18.4905,18.9684,19.9915,21.7535,22.6095,24.2188,30.35,30.1358,33.385,34.4328,33.2812,35.1215,40.6704,38.4826,41.4839,48.0036,44.5392,48.9636,54.3383,49.4625,54.6999
241-Baltimore MD,01-Alabama,21-Pharmaceuticals,1-Truck,0.0054,0.0051,0.0052,0.0054,0.0057,0.0062,0.0064,0.0069,0.0094,0.0094,0.0104,0.0109,0.0107,0.0111,0.0125,0.0121,0.0128,0.0144,0.0138,0.0147,0.0164,0.0155,0.0167
241-Baltimore MD,01-Alabama,21-Pharmaceuticals,5-Multiple modes & mail,0.3393,0.3221,0.3295,0.3381,0.3563,0.3877,0.4029,0.4316,0.5949,0.5886,0.6544,0.6854,0.6729,0.6992,0.7884,0.7643,0.8042,0.9081,0.8708,0.9262,1.0315,0.9781,1.0521
241-Baltimore MD,04-Arizona,21-Pharmaceuticals,5-Multiple modes & mail,0.1916,0.1819,0.1861,0.1909,0.2012,0.2189,0.2275,0.2437,0.295,0.2922,0.3245,0.3553,0.353,0.3624,0.4278,0.4239,0.4364,0.5156,0.5082,0.5259,0.6183,0.6052,0.6307
241-Baltimore MD,05-Arkansas,21-Pharmaceuticals,1-Truck,0.0093,0.0088,0.009,0.0093,0.0098,0.0106,0.011,0.0118,0.0168,0.0164,0.0185,0.0199,0.0188,0.0203,0.0234,0.0212,0.0239,0.0276,0.0239,0.0281,0.0321,0.0268,0.0328
241-Baltimore MD,06-California,21-Pharmaceuticals,1-Truck,0.415,0.394,0.4031,0.4135,0.4358,0.4742,0.4928,0.5279,0.6459,0.6377,0.7105,0.7779,0.7725,0.7935,0.9368,0.9074,0.9555,1.1289,1.0672,1.1515,1.3552,1.2481,1.3823
241-Baltimore MD,06-California,21-Pharmaceuticals,5-Multiple modes & mail,0.2439,0.2315,0.2368,0.243,0.2561,0.2786,0.2896,0.3102,0.3749,0.37,0.4124,0.4522,0.4498,0.4612,0.5453,0.5297,0.5562,0.658,0.6239,0.6712,0.7914,0.7309,0.8072
241-Baltimore MD,08-Colorado,21-Pharmaceuticals,1-Truck,0.0012,0.0012,0.0012,0.0012,0.0013,0.0014,0.0014,0.0015,0.0018,0.0018,0.002,0.0022,0.0021,0.0022,0.0026,0.0026,0.0027,0.0032,0.0031,0.0033,0.0039,0.0037,0.004
241-Baltimore MD,08-Colorado,21-Pharmaceuticals,4-Air (include truck-air),0.295,0.2801,0.2865,0.2939,0.3098,0.3371,0.3503,0.3753,0.4329,0.429,0.4762,0.5264,0.5208,0.537,0.6402,0.6259,0.653,0.7785,0.7523,0.7941,0.9467,0.901,0.9656
241-Baltimore MD,08-Colorado,21-Pharmaceuticals,5-Multiple modes & mail,0.0695,0.066,0.0675,0.0693,0.073,0.0794,0.0826,0.0884,0.1091,0.1081,0.12,0.1312,0.1298,0.1339,0.1568,0.1532,0.16,0.1875,0.181,0.1912,0.2264,0.2152,0.2309
241-Baltimore MD,09-Connecticut,21-Pharmaceuticals,1-Truck,7.363,6.99,7.1504,7.3352,7.7309,8.4123,8.7433,9.3656,10.7705,10.5035,11.8476,13.0974,12.5329,13.3593,15.9269,14.6526,16.2455,19.3678,17.1556,19.7552,23.552,20.0737,24.023
241-Baltimore MD,09-Connecticut,21-Pharmaceuticals,4-Air (include truck-air),0.0151,0.0144,0.0147,0.0151,0.0159,0.0173,0.018,0.0193,0.0258,0.0251,0.0283,0.0307,0.0293,0.0313,0.0366,0.0336,0.0373,0.0437,0.0386,0.0446,0.0517,0.044,0.0528
241-Baltimore MD,09-Connecticut,21-Pharmaceuticals,5-Multiple modes & mail,0.0388,0.0368,0.0377,0.0386,0.0407,0.0443,0.0461,0.0493,0.0606,0.0591,0.0666,0.073,0.0698,0.0745,0.0881,0.081,0.0898,0.1063,0.0941,0.1084,0.1278,0.1089,0.1304
241-Baltimore MD,10-Delaware,21-Pharmaceuticals,1-Truck,0.4089,0.3882,0.3971,0.4073,0.4293,0.4672,0.4855,0.5201,0.5829,0.5646,0.6412,0.7089,0.6532,0.7231,0.862,0.7539,0.8793,1.0483,0.8719,1.0693,1.2748,1.0089,1.3003
241-Baltimore MD,10-Delaware,21-Pharmaceuticals,5-Multiple modes & mail,1.1132,1.0568,1.0811,1.109,1.1688,1.2718,1.3219,1.416,1.5839,1.5347,1.7423,1.9262,1.776,1.9647,2.3423,2.0511,2.3892,2.8484,2.3743,2.9054,3.4639,2.7495,3.5332
241-Baltimore MD,11-Washington DC,21-Pharmaceuticals,1-Truck,7.0101,6.655,6.8077,6.9837,7.3603,8.0091,8.3242,8.9167,10.4407,10.4178,11.4848,12.6965,12.5696,12.9505,15.4398,15.3367,15.7486,18.7757,18.3997,19.1512,22.8325,21.9638,23.2892
241-Baltimore MD,11-Washington DC,21-Pharmaceuticals,5-Multiple modes & mail,1.981,1.8807,1.9238,1.9736,2.08,2.2633,2.3524,2.5198,2.9505,2.944,3.2455,3.588,3.5521,3.6597,4.3632,4.3341,4.4505,5.3059,5.1997,5.4121,6.4524,6.2069,6.5814
241-Baltimore MD,12-Florida,21-Pharmaceuticals,1-Truck,0.7495,0.7116,0.7279,0.7467,0.787,0.8564,0.89,0.9534,1.1339,1.1093,1.2473,1.3675,1.3039,1.3949,1.6494,1.5241,1.6823,1.9907,1.7865,2.0305,2.3944,2.0873,2.4422
241-Baltimore MD,12-Florida,21-Pharmaceuticals,4-Air (include truck-air),0.049,0.0465,0.0476,0.0488,0.0514,0.0559,0.0581,0.0623,0.0827,0.0806,0.091,0.0968,0.0917,0.0988,0.1144,0.1045,0.1167,0.1341,0.1184,0.1368,0.1551,0.1322,0.1582
241-Baltimore MD,12-Florida,21-Pharmaceuticals,5-Multiple modes & mail,0.4011,0.3808,0.3895,0.3996,0.4211,0.4582,0.4763,0.5102,0.6593,0.6439,0.7253,0.781,0.7423,0.7966,0.9286,0.8529,0.9472,1.1013,0.9796,1.1233,1.293,1.1141,1.3189
241-Baltimore MD,13-Georgia,21-Pharmaceuticals,1-Truck,0.3589,0.3407,0.3485,0.3575,0.3768,0.41,0.4261,0.4565,0.571,0.5576,0.6281,0.674,0.6344,0.6875,0.7955,0.7209,0.8114,0.9401,0.8211,0.9589,1.1051,0.9291,1.1272
241-Baltimore MD,13-Georgia,21-Pharmaceuticals,5-Multiple modes & mail,0.079,0.075,0.0767,0.0787,0.083,0.0903,0.0938,0.1005,0.1348,0.1316,0.1482,0.1554,0.1464,0.1585,0.179,0.1622,0.1825,0.2063,0.1802,0.2104,0.235,0.1977,0.2397
241-Baltimore MD,16-Idaho,21-Pharmaceuticals,5-Multiple modes & mail,0.0138,0.0131,0.0134,0.0137,0.0145,0.0158,0.0164,0.0175,0.0231,0.023,0.0254,0.027,0.0267,0.0275,0.0315,0.0312,0.0321,0.0368,0.0364,0.0376,0.0425,0.0424,0.0433
241-Baltimore MD,17-Illinois,21-Pharmaceuticals,1-Truck,1.1267,1.0696,1.0942,1.1225,1.183,1.2873,1.3379,1.4332,1.6912,1.6587,1.8604,2.0463,1.9468,2.0872,2.4754,2.2821,2.5249,2.995,2.6787,3.0549,3.6215,3.1421,3.6939
241-Baltimore MD,17-Illinois,21-Pharmaceuticals,5-Multiple modes & mail,0.0746,0.0708,0.0724,0.0743,0.0783,0.0852,0.0886,0.0949,0.1126,0.1104,0.1239,0.1361,0.1295,0.1388,0.1644,0.1516,0.1676,0.1986,0.1776,0.2025,0.2397,0.208,0.2445
241-Baltimore MD,18-Indiana,21-Pharmaceuticals,1-Truck,5.3201,5.0506,5.1665,5.3,5.5859,6.0782,6.3174,6.7671,9.4483,9.3005,10.3931,11.1212,10.6466,11.3436,13.0773,12.2039,13.3388,15.4015,14.0375,15.7095,17.9258,15.9695,18.2843
241-Baltimore MD,18-Indiana,21-Pharmaceuticals,4-Air (include truck-air),0.0013,0.0012,0.0013,0.0013,0.0014,0.0015,0.0016,0.0017,0.0024,0.0023,0.0026,0.0028,0.0026,0.0028,0.0032,0.003,0.0033,0.0038,0.0035,0.0039,0.0044,0.0039,0.0045
241-Baltimore MD,18-Indiana,21-Pharmaceuticals,5-Multiple modes & mail,0.041,0.039,0.0399,0.0409,0.0431,0.0469,0.0487,0.0522,0.0679,0.0669,0.0747,0.0809,0.0779,0.0825,0.0963,0.0906,0.0982,0.1148,0.1059,0.1171,0.136,0.1229,0.1387
241-Baltimore MD,19-Iowa,21-Pharmaceuticals,1-Truck,0.1251,0.1187,0.1214,0.1246,0.1313,0.1429,0.1485,0.1591,0.1803,0.1796,0.1983,0.2193,0.2109,0.2236,0.2666,0.2532,0.272,0.3242,0.3039,0.3307,0.3943,0.3646,0.4022
241-Baltimore MD,20-Kansas,21-Pharmaceuticals,1-Truck,0.0154,0.0146,0.0149,0.0153,0.0161,0.0175,0.0182,0.0195,0.0255,0.0252,0.028,0.0294,0.0291,0.03,0.0339,0.0332,0.0346,0.039,0.0379,0.0398,0.0443,0.0425,0.0452
241-Baltimore MD,20-Kansas,21-Pharmaceuticals,4-Air (include truck-air),0.0008,0.0007,0.0007,0.0008,0.0008,0.0009,0.0009,0.001,0.0011,0.0011,0.0012,0.0013,0.0013,0.0013,0.0016,0.0016,0.0016,0.0019,0.0019,0.002,0.0024,0.0023,0.0024
241-Baltimore MD,20-Kansas,21-Pharmaceuticals,5-Multiple modes & mail,0.0232,0.0221,0.0226,0.0232,0.0244,0.0266,0.0276,0.0296,0.0335,0.0332,0.0368,0.0407,0.0403,0.0415,0.0495,0.0487,0.0505,0.0602,0.0589,0.0614,0.0732,0.071,0.0747
241-Baltimore MD,21-Kentucky,21-Pharmaceuticals,1-Truck,0.2541,0.2412,0.2467,0.2531,0.2668,0.2903,0.3017,0.3232,0.4042,0.395,0.4446,0.481,0.4504,0.4907,0.5719,0.5173,0.5834,0.6806,0.5958,0.6942,0.8047,0.6818,0.8207
241-Baltimore MD,21-Kentucky,21-Pharmaceuticals,4-Air (include truck-air),0.0378,0.0358,0.0367,0.0376,0.0396,0.0431,0.0448,0.048,0.064,0.0626,0.0704,0.0749,0.0704,0.0764,0.0874,0.0793,0.0891,0.102,0.0896,0.1041,0.1174,0.0997,0.1198
241-Baltimore MD,21-Kentucky,21-Pharmaceuticals,5-Multiple modes & mail,0.0046,0.0043,0.0044,0.0045,0.0048,0.0052,0.0054,0.0058,0.0068,0.0066,0.0074,0.0082,0.0077,0.0084,0.01,0.009,0.0102,0.0121,0.0106,0.0124,0.0148,0.0125,0.0151
241-Baltimore MD,22-Louisiana,21-Pharmaceuticals,5-Multiple modes & mail,0.0394,0.0374,0.0383,0.0393,0.0414,0.0451,0.0468,0.0502,0.0684,0.0667,0.0753,0.0796,0.0753,0.0811,0.0923,0.085,0.0942,0.1072,0.0962,0.1094,0.1228,0.1072,0.1253
241-Baltimore MD,23-Maine,21-Pharmaceuticals,1-Truck,2.0012,1.8998,1.9434,1.9937,2.1012,2.2864,2.3763,2.5455,2.906,2.8859,3.1967,3.5339,3.4711,3.6046,4.2975,4.1745,4.3834,5.226,5.034,5.3305,6.3552,6.0818,6.4823
241-Baltimore MD,23-Maine,21-Pharmaceuticals,4-Air (include truck-air),0.0064,0.0061,0.0062,0.0064,0.0067,0.0073,0.0076,0.0082,0.0093,0.0093,0.0103,0.0113,0.0111,0.0116,0.0138,0.0134,0.0141,0.0168,0.0162,0.0171,0.0204,0.0195,0.0208
241-Baltimore MD,23-Maine,21-Pharmaceuticals,5-Multiple modes & mail,0.001,0.001,0.001,0.001,0.0011,0.0012,0.0012,0.0013,0.0015,0.0015,0.0016,0.0018,0.0018,0.0018,0.0022,0.0021,0.0022,0.0027,0.0026,0.0027,0.0032,0.0031,0.0033
241-Baltimore MD,24-Maryland,21-Pharmaceuticals,1-Truck,41.3301,39.2361,40.1368,41.1742,43.3948,47.2197,49.0776,52.5711,62.5273,61.2284,68.78,75.8308,71.1981,77.3474,91.9517,82.8351,93.7907,111.4389,96.3398,113.6677,134.8832,111.7136,137.5808
241-Baltimore MD,24-Maryland,21-Pharmaceuticals,5-Multiple modes & mail,32.5127,30.8654,31.574,32.39,34.1369,37.1457,38.6073,41.3555,48.4249,47.4034,53.2674,58.807,55.1636,59.9832,71.4102,64.218,72.8384,86.6908,74.7762,88.4246,105.174,86.8618,107.2774
241-Baltimore MD,25-Massachusetts,21-Pharmaceuticals,1-Truck,0.2921,0.2773,0.2836,0.291,0.3067,0.3337,0.3468,0.3715,0.4293,0.4255,0.4722,0.522,0.508,0.5324,0.6348,0.6053,0.6475,0.7719,0.7205,0.7874,0.9387,0.8568,0.9575
241-Baltimore MD,25-Massachusetts,21-Pharmaceuticals,4-Air (include truck-air),0.0127,0.012,0.0123,0.0126,0.0133,0.0145,0.0151,0.0161,0.0186,0.0185,0.0205,0.0227,0.0221,0.0231,0.0276,0.0263,0.0281,0.0335,0.0313,0.0342,0.0408,0.0372,0.0416
241-Baltimore MD,25-Massachusetts,21-Pharmaceuticals,5-Multiple modes & mail,0.003,0.0029,0.003,0.003,0.0032,0.0035,0.0036,0.0039,0.0045,0.0044,0.0049,0.0054,0.0053,0.0055,0.0066,0.0063,0.0067,0.008,0.0075,0.0082,0.0098,0.0089,0.01
241-Baltimore MD,26-Michigan,21-Pharmaceuticals,1-Truck,0.2557,0.2427,0.2483,0.2547,0.2684,0.2921,0.3036,0.3252,0.4483,0.4385,0.4931,0.5263,0.497,0.5369,0.6173,0.5633,0.6296,0.7215,0.637,0.736,0.848,0.7241,0.8649
241-Baltimore MD,26-Michigan,21-Pharmaceuticals,4-Air (include truck-air),0.0602,0.0572,0.0585,0.06,0.0632,0.0688,0.0715,0.0766,0.1087,0.1062,0.1195,0.1294,0.1219,0.132,0.1539,0.1399,0.157,0.1823,0.1601,0.1859,0.2177,0.1845,0.222
241-Baltimore MD,26-Michigan,21-Pharmaceuticals,5-Multiple modes & mail,0.0993,0.0943,0.0964,0.0989,0.1043,0.1135,0.1179,0.1263,0.1757,0.1718,0.1933,0.2073,0.1955,0.2114,0.2442,0.2225,0.2491,0.2867,0.2526,0.2924,0.3387,0.2883,0.3455
241-Baltimore MD,27-Minnesota,21-Pharmaceuticals,1-Truck,0.0015,0.0015,0.0015,0.0015,0.0016,0.0017,0.0018,0.0019,0.0027,0.0027,0.003,0.0032,0.0032,0.0033,0.0039,0.0038,0.004,0.0046,0.0045,0.0047,0.0055,0.0053,0.0056
241-Baltimore MD,28-Mississippi,21-Pharmaceuticals,1-Truck,0.0252,0.0239,0.0245,0.0251,0.0265,0.0288,0.0299,0.032,0.046,0.0458,0.0506,0.0535,0.053,0.0546,0.0622,0.0616,0.0634,0.0724,0.071,0.0738,0.083,0.0807,0.0847
241-Baltimore MD,29-Missouri,21-Pharmaceuticals,1-Truck,0.4501,0.4273,0.4371,0.4484,0.4726,0.5142,0.5344,0.5725,0.6659,0.6531,0.7324,0.8097,0.7626,0.8259,0.9847,0.8942,1.0044,1.1974,1.0493,1.2214,1.4561,1.23,1.4853
241-Baltimore MD,29-Missouri,21-Pharmaceuticals,5-Multiple modes & mail,0.0812,0.0771,0.0788,0.0809,0.0852,0.0928,0.0964,0.1033,0.121,0.1187,0.1331,0.1471,0.1383,0.15,0.1789,0.1621,0.1825,0.2175,0.1901,0.2219,0.2645,0.2228,0.2698
241-Baltimore MD,30-Montana,21-Pharmaceuticals,5-Multiple modes & mail,0.0015,0.0014,0.0014,0.0014,0.0015,0.0017,0.0017,0.0018,0.0026,0.0025,0.0028,0.003,0.003,0.0031,0.0035,0.0035,0.0036,0.0041,0.0041,0.0042,0.0048,0.0047,0.0049
241-Baltimore MD,31-Nebraska,21-Pharmaceuticals,1-Truck,0.1325,0.1258,0.1287,0.132,0.1391,0.1514,0.1573,0.1685,0.2402,0.2378,0.2642,0.2862,0.2722,0.2919,0.3401,0.3193,0.3469,0.4045,0.3748,0.4126,0.4743,0.4339,0.4838
241-Baltimore MD,32-Nevada,21-Pharmaceuticals,1-Truck,0.0007,0.0007,0.0007,0.0007,0.0007,0.0008,0.0008,0.0009,0.001,0.0009,0.0011,0.0012,0.0012,0.0012,0.0014,0.0014,0.0015,0.0018,0.0016,0.0018,0.0021,0.0019,0.0022
241-Baltimore MD,33-New Hampshire,21-Pharmaceuticals,1-Truck,0.0288,0.0273,0.028,0.0287,0.0302,0.0329,0.0342,0.0366,0.044,0.0439,0.0484,0.0528,0.0518,0.0539,0.0637,0.0616,0.065,0.0763,0.0728,0.0778,0.0924,0.0871,0.0943
241-Baltimore MD,33-New Hampshire,21-Pharmaceuticals,4-Air (include truck-air),0.2904,0.2757,0.282,0.2893,0.3049,0.3318,0.3448,0.3694,0.4213,0.4208,0.4634,0.5123,0.5021,0.5225,0.623,0.6022,0.6354,0.7576,0.723,0.7727,0.9213,0.8678,0.9397
241-Baltimore MD,34-New Jersey,21-Pharmaceuticals,1-Truck,1.1259,1.0688,1.0934,1.1216,1.1821,1.2863,1.3369,1.4321,1.6653,1.6217,1.8319,2.0251,1.893,2.0656,2.4627,2.2037,2.5119,2.9948,2.5671,3.0547,3.6419,2.9884,3.7147
241-Baltimore MD,34-New Jersey,21-Pharmaceuticals,5-Multiple modes & mail,0.0542,0.0515,0.0527,0.054,0.057,0.062,0.0644,0.069,0.0805,0.0784,0.0886,0.0979,0.0915,0.0999,0.1191,0.1065,0.1215,0.1448,0.1241,0.1477,0.1761,0.1444,0.1796
241-Baltimore MD,35-New Mexico,21-Pharmaceuticals,5-Multiple modes & mail,0,0,0,0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002,0.0002,0.0002
241-Baltimore MD,36-New York,21-Pharmaceuticals,1-Truck,6.2292,5.9136,6.0493,6.2057,6.5404,7.1168,7.3969,7.9234,9.5258,9.3097,10.4784,11.5286,10.9237,11.7591,13.9503,12.7886,14.2293,16.8869,15.0016,17.2246,20.3943,17.5633,20.8022
241-Baltimore MD,36-New York,21-Pharmaceuticals,4-Air (include truck-air),0.0799,0.0759,0.0776,0.0796,0.0839,0.0913,0.0949,0.1017,0.1201,0.1171,0.1321,0.1457,0.1375,0.1486,0.1768,0.161,0.1804,0.2146,0.1888,0.2189,0.2602,0.2212,0.2654
241-Baltimore MD,36-New York,21-Pharmaceuticals,5-Multiple modes & mail,0.0715,0.0679,0.0695,0.0713,0.0751,0.0817,0.0849,0.091,0.106,0.1037,0.1166,0.1288,0.1223,0.1314,0.1565,0.1439,0.1596,0.1901,0.1696,0.1939,0.2309,0.2,0.2355
241-Baltimore MD,37-North Carolina,21-Pharmaceuticals,1-Truck,1.6312,1.5486,1.5841,1.6251,1.7127,1.8637,1.937,2.0749,2.7532,2.6934,3.0286,3.2842,3.098,3.3499,3.914,3.5763,3.9923,4.6709,4.14,4.7643,5.5252,4.7498,5.6357
241-Baltimore MD,37-North Carolina,21-Pharmaceuticals,4-Air (include truck-air),0.0924,0.0877,0.0898,0.0921,0.097,0.1056,0.1098,0.1176,0.1385,0.1354,0.1524,0.1683,0.1581,0.1716,0.2045,0.1859,0.2085,0.2484,0.219,0.2534,0.3017,0.2576,0.3078
241-Baltimore MD,37-North Carolina,21-Pharmaceuticals,5-Multiple modes & mail,0.0253,0.024,0.0245,0.0252,0.0265,0.0288,0.03,0.0321,0.0425,0.0416,0.0467,0.0507,0.0478,0.0517,0.0604,0.0553,0.0616,0.0721,0.064,0.0736,0.0854,0.0735,0.0871
241-Baltimore MD,38-North Dakota,21-Pharmaceuticals,1-Truck,0.0002,0.0002,0.0002,0.0002,0.0002,0.0003,0.0003,0.0003,0.0003,0.0003,0.0004,0.0004,0.0004,0.0004,0.0005,0.0005,0.0005,0.0006,0.0005,0.0006,0.0007,0.0007,0.0007
241-Baltimore MD,38-North Dakota,21-Pharmaceuticals,5-Multiple modes & mail,0.3422,0.3248,0.3323,0.3409,0.3593,0.3909,0.4063,0.4352,0.4956,0.4907,0.5452,0.6027,0.5758,0.6148,0.733,0.6928,0.7476,0.8913,0.8327,0.9092,1.0839,0.9994,1.1056
241-Baltimore MD,39-Ohio,21-Pharmaceuticals,1-Truck,4.3352,4.1156,4.2101,4.3189,4.5518,4.953,5.1479,5.5143,7.4014,7.2793,8.1415,8.7727,8.3989,8.9481,10.3946,9.6652,10.6025,12.3328,11.1548,12.5794,14.5159,12.7799,14.8062
241-Baltimore MD,39-Ohio,21-Pharmaceuticals,4-Air (include truck-air),0.0321,0.0305,0.0312,0.032,0.0337,0.0367,0.0381,0.0408,0.0547,0.0536,0.0601,0.0647,0.0615,0.066,0.0763,0.0702,0.0779,0.0901,0.0802,0.0919,0.1051,0.0906,0.1072
241-Baltimore MD,39-Ohio,21-Pharmaceuticals,5-Multiple modes & mail,0.0542,0.0514,0.0526,0.054,0.0569,0.0619,0.0643,0.0689,0.0948,0.0932,0.1043,0.1119,0.107,0.1141,0.1318,0.1223,0.1345,0.1555,0.1401,0.1586,0.1813,0.1587,0.1849
241-Baltimore MD,40-Oklahoma,21-Pharmaceuticals,1-Truck,0.1466,0.1391,0.1423,0.146,0.1539,0.1675,0.174,0.1864,0.2448,0.2443,0.2692,0.284,0.2772,0.2897,0.3288,0.3206,0.3354,0.381,0.3701,0.3886,0.4355,0.4194,0.4443
241-Baltimore MD,40-Oklahoma,21-Pharmaceuticals,4-Air (include truck-air),0.1481,0.1406,0.1438,0.1475,0.1554,0.1691,0.1758,0.1883,0.2117,0.2113,0.2329,0.2575,0.2516,0.2626,0.3131,0.3057,0.3193,0.3807,0.3704,0.3883,0.463,0.4468,0.4723
241-Baltimore MD,40-Oklahoma,21-Pharmaceuticals,5-Multiple modes & mail,0.2764,0.2624,0.2684,0.2754,0.2902,0.3158,0.3282,0.3516,0.4305,0.4296,0.4735,0.5097,0.4977,0.5199,0.6032,0.5883,0.6152,0.7144,0.6944,0.7287,0.8404,0.81,0.8572
241-Baltimore MD,41-Oregon,21-Pharmaceuticals,1-Truck,0.0553,0.0525,0.0537,0.0551,0.0581,0.0632,0.0657,0.0704,0.0936,0.0924,0.103,0.1101,0.1101,0.1123,0.1294,0.1277,0.132,0.1524,0.1488,0.1555,0.177,0.1708,0.1805
241-Baltimore MD,41-Oregon,21-Pharmaceuticals,5-Multiple modes & mail,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002,0.0002,0.0002
241-Baltimore MD,42-Pennsylvania,21-Pharmaceuticals,1-Truck,7.3853,7.0111,7.1721,7.3574,7.7543,8.4377,8.7697,9.394,13.088,12.824,14.3968,15.487,14.9021,15.7968,18.2966,17.0217,18.6626,21.6223,19.4603,22.0548,25.3124,22.0221,25.8186
241-Baltimore MD,42-Pennsylvania,21-Pharmaceuticals,5-Multiple modes & mail,0.3761,0.357,0.3652,0.3747,0.3949,0.4297,0.4466,0.4784,0.6268,0.614,0.6895,0.7502,0.7186,0.7653,0.8969,0.83,0.9149,1.0723,0.9596,1.0938,1.2746,1.1025,1.3
241-Baltimore MD,44-Rhode Island,21-Pharmaceuticals,4-Air (include truck-air),0.503,0.4775,0.4885,0.5011,0.5281,0.5747,0.5973,0.6398,0.759,0.7465,0.835,0.923,0.8803,0.9415,1.1225,1.037,1.1449,1.365,1.2248,1.3923,1.6599,1.4482,1.6931
241-Baltimore MD,44-Rhode Island,21-Pharmaceuticals,5-Multiple modes & mail,0.008,0.0076,0.0078,0.008,0.0084,0.0092,0.0095,0.0102,0.0121,0.0119,0.0133,0.0148,0.0141,0.0151,0.0179,0.0166,0.0183,0.0218,0.0196,0.0223,0.0265,0.0232,0.0271
241-Baltimore MD,45-South Carolina,21-Pharmaceuticals,1-Truck,0.0017,0.0016,0.0016,0.0017,0.0017,0.0019,0.002,0.0021,0.0029,0.0028,0.0032,0.0034,0.0032,0.0035,0.0041,0.0036,0.0042,0.0049,0.0041,0.005,0.0058,0.0046,0.0059
241-Baltimore MD,45-South Carolina,21-Pharmaceuticals,4-Air (include truck-air),0.0032,0.003,0.0031,0.0031,0.0033,0.0036,0.0038,0.004,0.0055,0.0054,0.0061,0.0064,0.006,0.0065,0.0074,0.0066,0.0076,0.0087,0.0073,0.0088,0.0099,0.0081,0.0101
241-Baltimore MD,45-South Carolina,21-Pharmaceuticals,5-Multiple modes & mail,0.2588,0.2456,0.2513,0.2578,0.2717,0.2956,0.3073,0.3291,0.4734,0.4592,0.5208,0.5621,0.5207,0.5733,0.6662,0.5875,0.6795,0.7905,0.6646,0.8063,0.9242,0.7414,0.9427
241-Baltimore MD,47-Tennessee,21-Pharmaceuticals,1-Truck,1.1561,1.0975,1.1227,1.1517,1.2138,1.3208,1.3728,1.4705,2.1084,2.0577,2.3192,2.4846,2.3459,2.5343,2.9194,2.652,2.9778,3.4308,3.0065,3.4994,3.9852,3.3758,4.0649
241-Baltimore MD,47-Tennessee,21-Pharmaceuticals,4-Air (include truck-air),0.0008,0.0008,0.0008,0.0008,0.0009,0.001,0.001,0.0011,0.0015,0.0015,0.0016,0.0018,0.0017,0.0018,0.0021,0.0019,0.0021,0.0025,0.0022,0.0025,0.0029,0.0025,0.0029
241-Baltimore MD,47-Tennessee,21-Pharmaceuticals,5-Multiple modes & mail,0.0001,0.0001,0.0001,0.0001,0.0002,0.0002,0.0002,0.0002,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0004,0.0003,0.0004,0.0004,0.0004,0.0004
241-Baltimore MD,48-Texas,21-Pharmaceuticals,1-Truck,1.1285,1.0714,1.096,1.1243,1.1849,1.2894,1.3401,1.4355,1.8228,1.7716,2.0051,2.1665,2.0575,2.2098,2.5675,2.3763,2.6189,3.0398,2.7445,3.1006,3.5655,3.1305,3.6368
241-Baltimore MD,48-Texas,21-Pharmaceuticals,4-Air (include truck-air),0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0004,0.0004,0.0004,0.0005,0.0005,0.0005,0.0005,0.0006,0.0006,0.0006,0.0007,0.0007,0.0008,0.0009,0.0008,0.0009
241-Baltimore MD,48-Texas,21-Pharmaceuticals,5-Multiple modes & mail,0.2699,0.2562,0.2621,0.2689,0.2834,0.3084,0.3205,0.3433,0.4142,0.3986,0.4556,0.4981,0.4677,0.5081,0.5987,0.5474,0.6107,0.7199,0.6406,0.7343,0.8624,0.7431,0.8796
