Target,ATC2 Class,Period,Model,Actual,Forecast,Error,MAE
Units Reimbursed,B06,2024Q3,Historical Mean,63750.25,52102.57517857143,11647.674821428569,11726.202250000002
Units Reimbursed,B06,2024Q3,Naive,63750.25,5508.386,58241.864,45092.49175
Units Reimbursed,B06,2024Q3,Seasonal Naive,63750.25,42293.037,21457.213000000003,17195.14275
Units Reimbursed,B06,2024Q3,AutoARIMA,63750.25,20653.878884192498,43096.3711158075,31033.224092389948
Units Reimbursed,B06,2024Q3,SARIMA,63750.25,20653.878884192498,43096.3711158075,31033.224092389948
Units Reimbursed,B06,2024Q4,Historical Mean,32349.751,52102.57517857143,19752.82417857143,11726.202250000002
Units Reimbursed,B06,2024Q4,Naive,32349.751,5508.386,26841.364999999998,45092.49175
Units Reimbursed,B06,2024Q4,Seasonal Naive,32349.751,5508.386,26841.364999999998,17195.14275
Units Reimbursed,B06,2024Q4,AutoARIMA,32349.751,17352.42759290115,14997.323407098851,31033.224092389948
Units Reimbursed,B06,2024Q4,SARIMA,32349.751,17352.42759290115,14997.323407098851,31033.224092389948
Units Reimbursed,C01,2024Q1,Historical Mean,3191907.4,1503146.0405,1688761.3595,1339807.287
Units Reimbursed,C01,2024Q1,Naive,3191907.4,1492298.776,1699608.6239999998,1350654.5515
Units Reimbursed,C01,2024Q1,Seasonal Naive,3191907.4,2272345.481,919561.9189999998,1238674.1455
Units Reimbursed,C01,2024Q1,AutoARIMA,3191907.4,1503146.0404999994,1688761.3595000005,1339807.2870000007
Units Reimbursed,C01,2024Q1,SARIMA,3191907.4,1340839.3001819253,1851068.0998180746,1349482.0571735422
Units Reimbursed,C01,2024Q2,Historical Mean,2320957.605,1503146.0405,817811.5645000001,1339807.287
Units Reimbursed,C01,2024Q2,Naive,2320957.605,1492298.776,828658.8289999999,1350654.5515
Units Reimbursed,C01,2024Q2,Seasonal Naive,2320957.605,1236713.67,1084243.935,1238674.1455
Units Reimbursed,C01,2024Q2,AutoARIMA,2320957.605,1503146.0404999994,817811.5645000006,1339807.2870000007
Units Reimbursed,C01,2024Q2,SARIMA,2320957.605,1524791.8090701809,796165.7959298191,1349482.0571735422
Units Reimbursed,C01,2024Q3,Historical Mean,2595482.095,1503146.0405,1092336.0545000003,1339807.287
Units Reimbursed,C01,2024Q3,Naive,2595482.095,1492298.776,1103183.3190000001,1350654.5515
Units Reimbursed,C01,2024Q3,Seasonal Naive,2595482.095,1415758.801,1179723.2940000002,1238674.1455
Units Reimbursed,C01,2024Q3,AutoARIMA,2595482.095,1503146.0404999994,1092336.0545000008,1339807.2870000007
Units Reimbursed,C01,2024Q3,SARIMA,2595482.095,1773743.3285019589,821738.7664980413,1349482.0571735422
Units Reimbursed,C01,2024Q4,Historical Mean,3263466.21,1503146.0405,1760320.1695,1339807.287
Units Reimbursed,C01,2024Q4,Naive,3263466.21,1492298.776,1771167.434,1350654.5515
Units Reimbursed,C01,2024Q4,Seasonal Naive,3263466.21,1492298.776,1771167.434,1238674.1455
Units Reimbursed,C01,2024Q4,AutoARIMA,3263466.21,1503146.0404999994,1760320.1695000005,1339807.2870000007
Units Reimbursed,C01,2024Q4,SARIMA,3263466.21,1334510.643551766,1928955.566448234,1349482.0571735422
Units Reimbursed,C02,2024Q1,Historical Mean,2993752.0,2613765.0711785713,379986.9288214287,379026.1821607144
Units Reimbursed,C02,2024Q1,Naive,2993752.0,3874980.927,881228.9270000001,926954.0802500001
Units Reimbursed,C02,2024Q1,Seasonal Naive,2993752.0,3811198.948,817446.9479999999,718204.87525
Units Reimbursed,C02,2024Q1,AutoARIMA,2993752.0,3699089.824452248,705337.8244522479,751062.9777022479
Units Reimbursed,C02,2024Q1,SARIMA,2993752.0,3918505.4869668134,924753.4869668134,1003530.1903090983
Units Reimbursed,C02,2024Q2,Historical Mean,3360956.875,2613765.0711785713,747191.8038214287,379026.1821607144
Units Reimbursed,C02,2024Q2,Naive,3360956.875,3874980.927,514024.05200000014,926954.0802500001
Units Reimbursed,C02,2024Q2,Seasonal Naive,3360956.875,3681653.043,320696.16800000006,718204.87525
Units Reimbursed,C02,2024Q2,AutoARIMA,3360956.875,3699089.824452248,338132.94945224794,751062.9777022479
Units Reimbursed,C02,2024Q2,SARIMA,3360956.875,4029681.7134982077,668724.8384982077,1003530.1903090983
Units Reimbursed,C02,2024Q3,Historical Mean,2913162.254,2613765.0711785713,299397.18282142887,379026.1821607144
Units Reimbursed,C02,2024Q3,Naive,2913162.254,3874980.927,961818.673,926954.0802500001
Units Reimbursed,C02,2024Q3,Seasonal Naive,2913162.254,3297093.97,383931.716,718204.87525
Units Reimbursed,C02,2024Q3,AutoARIMA,2913162.254,3699089.824452248,785927.5704522477,751062.9777022479
Units Reimbursed,C02,2024Q3,SARIMA,2913162.254,3888362.5462577147,975200.2922577146,1003530.1903090983
Units Reimbursed,C02,2024Q4,Historical Mean,2524236.258,2613765.0711785713,89528.8131785714,379026.1821607144
Units Reimbursed,C02,2024Q4,Naive,2524236.258,3874980.927,1350744.6690000002,926954.0802500001
Units Reimbursed,C02,2024Q4,Seasonal Naive,2524236.258,3874980.927,1350744.6690000002,718204.87525
Units Reimbursed,C02,2024Q4,AutoARIMA,2524236.258,3699089.824452248,1174853.566452248,751062.9777022479
Units Reimbursed,C02,2024Q4,SARIMA,2524236.258,3969678.4015136575,1445442.1435136576,1003530.1903090983
Units Reimbursed,C03,2024Q1,Historical Mean,4759857.38,4208700.924821429,551156.4551785709,438294.4605892856
Units Reimbursed,C03,2024Q1,Naive,4759857.38,4651348.694,108508.68599999975,253505.218
Units Reimbursed,C03,2024Q1,Seasonal Naive,4759857.38,5070724.698,310867.31799999997,488659.63824999996
Units Reimbursed,C03,2024Q1,AutoARIMA,4759857.38,4651348.694,108508.68599999975,253505.218
Units Reimbursed,C03,2024Q1,SARIMA,4759857.38,5079548.353712394,319690.973712394,590560.111475686
Units Reimbursed,C03,2024Q2,Historical Mean,4703208.32,4208700.924821429,494507.39517857134,438294.4605892856
Units Reimbursed,C03,2024Q2,Naive,4703208.32,4651348.694,51859.626000000164,253505.218
Units Reimbursed,C03,2024Q2,Seasonal Naive,4703208.32,5157993.347,454785.02699999977,488659.63824999996
Units Reimbursed,C03,2024Q2,AutoARIMA,4703208.32,4651348.694,51859.626000000164,253505.218
Units Reimbursed,C03,2024Q2,SARIMA,4703208.32,5191760.468188444,488552.14818844385,590560.111475686
Units Reimbursed,C03,2024Q3,Historical Mean,4578279.41,4208700.924821429,369578.4851785712,438294.4605892856
Units Reimbursed,C03,2024Q3,Naive,4578279.41,4651348.694,73069.28399999999,253505.218
Units Reimbursed,C03,2024Q3,Seasonal Naive,4578279.41,4986682.342,408402.93200000003,488659.63824999996
Units Reimbursed,C03,2024Q3,AutoARIMA,4578279.41,4651348.694,73069.28399999999,253505.218
Units Reimbursed,C03,2024Q3,SARIMA,4578279.41,5105173.041356769,526893.6313567692,590560.111475686
Units Reimbursed,C03,2024Q4,Historical Mean,3870765.418,4208700.924821429,337935.5068214289,438294.4605892856
Units Reimbursed,C03,2024Q4,Naive,3870765.418,4651348.694,780583.2760000001,253505.218
Units Reimbursed,C03,2024Q4,Seasonal Naive,3870765.418,4651348.694,780583.2760000001,488659.63824999996
Units Reimbursed,C03,2024Q4,AutoARIMA,3870765.418,4651348.694,780583.2760000001,253505.218
Units Reimbursed,C03,2024Q4,SARIMA,3870765.418,4897869.110645137,1027103.6926451367,590560.111475686
Units Reimbursed,C04,2024Q1,Historical Mean,20005.0,24522.120535714286,4517.120535714286,5352.870535714286
Units Reimbursed,C04,2024Q1,Naive,20005.0,19746.0,259.0,1671.75
Units Reimbursed,C04,2024Q1,Seasonal Naive,20005.0,21528.0,1523.0,1584.75
Units Reimbursed,C04,2024Q1,AutoARIMA,20005.0,19969.281689779848,35.71831022015249,1671.75
Units Reimbursed,C04,2024Q1,SARIMA,20005.0,19562.398132718998,442.60186728100234,1724.702072965586
Units Reimbursed,C04,2024Q2,Historical Mean,21677.0,24522.120535714286,2845.1205357142862,5352.870535714286
Units Reimbursed,C04,2024Q2,Naive,21677.0,19746.0,1931.0,1671.75
Units Reimbursed,C04,2024Q2,Seasonal Naive,21677.0,19883.0,1794.0,1584.75
Units Reimbursed,C04,2024Q2,AutoARIMA,21677.0,19969.281689779848,1707.7183102201525,1671.75
Units Reimbursed,C04,2024Q2,SARIMA,21677.0,19071.00369992183,2605.9963000781718,1724.702072965586
Units Reimbursed,C04,2024Q3,Historical Mean,17924.0,24522.120535714286,6598.120535714286,5352.870535714286
Units Reimbursed,C04,2024Q3,Naive,17924.0,19746.0,1822.0,1671.75
Units Reimbursed,C04,2024Q3,Seasonal Naive,17924.0,18271.0,347.0,1584.75
Units Reimbursed,C04,2024Q3,AutoARIMA,17924.0,19969.281689779848,2045.2816897798475,1671.75
Units Reimbursed,C04,2024Q3,SARIMA,17924.0,19422.976153941137,1498.9761539411375,1724.702072965586
Units Reimbursed,C04,2024Q4,Historical Mean,17071.0,24522.120535714286,7451.120535714286,5352.870535714286
Units Reimbursed,C04,2024Q4,Naive,17071.0,19746.0,2675.0,1671.75
Units Reimbursed,C04,2024Q4,Seasonal Naive,17071.0,19746.0,2675.0,1584.75
Units Reimbursed,C04,2024Q4,AutoARIMA,17071.0,19969.281689779848,2898.2816897798475,1671.75
Units Reimbursed,C04,2024Q4,SARIMA,17071.0,19422.233970562032,2351.2339705620325,1724.702072965586
Units Reimbursed,C05,2024Q1,Historical Mean,394809.023,522035.75553571427,127226.73253571428,83930.97876785713
Units Reimbursed,C05,2024Q1,Naive,394809.023,598740.5,203931.477,159462.61250000002
Units Reimbursed,C05,2024Q1,Seasonal Naive,394809.023,661460.345,266651.322,208381.69324999995
Units Reimbursed,C05,2024Q1,AutoARIMA,394809.023,624630.8046378109,229821.78163781093,114196.42989759965
Units Reimbursed,C05,2024Q1,SARIMA,394809.023,624630.8046378109,229821.78163781093,114196.42989759965
Units Reimbursed,C05,2024Q2,Historical Mean,397964.5,522035.75553571427,124071.25553571427,83930.97876785713
Units Reimbursed,C05,2024Q2,Naive,397964.5,598740.5,200776.0,159462.61250000002
Units Reimbursed,C05,2024Q2,Seasonal Naive,397964.5,680979.443,283014.94299999997,208381.69324999995
Units Reimbursed,C05,2024Q2,AutoARIMA,397964.5,529755.4883175292,131790.9883175292,114196.42989759965
Units Reimbursed,C05,2024Q2,SARIMA,397964.5,529755.4883175292,131790.9883175292,114196.42989759965
Units Reimbursed,C05,2024Q3,Historical Mean,524381.977,522035.75553571427,2346.221464285685,83930.97876785713
Units Reimbursed,C05,2024Q3,Naive,524381.977,598740.5,74358.52300000004,159462.61250000002
Units Reimbursed,C05,2024Q3,Seasonal Naive,524381.977,399305.919,125076.05799999996,208381.69324999995
Units Reimbursed,C05,2024Q3,AutoARIMA,524381.977,529755.4883175292,5373.51131752925,114196.42989759965
Units Reimbursed,C05,2024Q3,SARIMA,524381.977,529755.4883175292,5373.51131752925,114196.42989759965
Units Reimbursed,C05,2024Q4,Historical Mean,439956.05,522035.75553571427,82079.70553571428,83930.97876785713
Units Reimbursed,C05,2024Q4,Naive,439956.05,598740.5,158784.45,159462.61250000002
Units Reimbursed,C05,2024Q4,Seasonal Naive,439956.05,598740.5,158784.45,208381.69324999995
Units Reimbursed,C05,2024Q4,AutoARIMA,439956.05,529755.4883175292,89799.43831752922,114196.42989759965
Units Reimbursed,C05,2024Q4,SARIMA,439956.05,529755.4883175292,89799.43831752922,114196.42989759965
Units Reimbursed,C07,2024Q1,Historical Mean,7304047.577,6169733.191107144,1134314.385892856,768005.643446428
Units Reimbursed,C07,2024Q1,Naive,7304047.577,7380719.522,76671.9450000003,470022.257
Units Reimbursed,C07,2024Q1,Seasonal Naive,7304047.577,8008511.266,704463.6890000002,900695.5344999998
Units Reimbursed,C07,2024Q1,AutoARIMA,7304047.577,7177420.6647410225,126626.91225897707,283632.3333544701
Units Reimbursed,C07,2024Q1,SARIMA,7304047.577,7177420.6647410225,126626.91225897707,283632.3333544701
Units Reimbursed,C07,2024Q2,Historical Mean,7161323.392,6169733.191107144,991590.2008928563,768005.643446428
Units Reimbursed,C07,2024Q2,Naive,7161323.392,7380719.522,219396.1299999999,470022.257
Units Reimbursed,C07,2024Q2,Seasonal Naive,7161323.392,8142008.157,980684.7649999997,900695.5344999998
Units Reimbursed,C07,2024Q2,AutoARIMA,7161323.392,7053533.230232997,107790.16176700313,283632.3333544701
Units Reimbursed,C07,2024Q2,SARIMA,7161323.392,7053533.230232997,107790.16176700313,283632.3333544701
Units Reimbursed,C07,2024Q3,Historical Mean,7061768.039,6169733.191107144,892034.8478928562,768005.643446428
Units Reimbursed,C07,2024Q3,Naive,7061768.039,7380719.522,318951.483,470022.257
Units Reimbursed,C07,2024Q3,Seasonal Naive,7061768.039,7714332.253,652564.2139999997,900695.5344999998
Units Reimbursed,C07,2024Q3,AutoARIMA,7061768.039,6978037.988223699,83730.05077630095,283632.3333544701
Units Reimbursed,C07,2024Q3,SARIMA,7061768.039,6978037.988223699,83730.05077630095,283632.3333544701
Units Reimbursed,C07,2024Q4,Historical Mean,6115650.052,6169733.191107144,54083.13910714351,768005.643446428
Units Reimbursed,C07,2024Q4,Naive,6115650.052,7380719.522,1265069.4699999997,470022.257
Units Reimbursed,C07,2024Q4,Seasonal Naive,6115650.052,7380719.522,1265069.4699999997,900695.5344999998
Units Reimbursed,C07,2024Q4,AutoARIMA,6115650.052,6932032.260615599,816382.2086155992,283632.3333544701
Units Reimbursed,C07,2024Q4,SARIMA,6115650.052,6932032.260615599,816382.2086155992,283632.3333544701
Units Reimbursed,C08,2024Q1,Historical Mean,3350481.5,2657362.2770714285,693119.2229285715,489296.4729285715
Units Reimbursed,C08,2024Q1,Naive,3350481.5,3309789.0,40692.5,184286.5
Units Reimbursed,C08,2024Q1,Seasonal Naive,3350481.5,3586977.5,236496.0,367084.125
Units Reimbursed,C08,2024Q1,AutoARIMA,3350481.5,3366988.515424666,16507.015424665995,312310.47592594277
Units Reimbursed,C08,2024Q1,SARIMA,3350481.5,3366988.515424666,16507.015424665995,312310.47592594277
Units Reimbursed,C08,2024Q2,Historical Mean,3311409.0,2657362.2770714285,654046.7229285715,489296.4729285715
Units Reimbursed,C08,2024Q2,Naive,3311409.0,3309789.0,1620.0,184286.5
Units Reimbursed,C08,2024Q2,Seasonal Naive,3311409.0,3706594.5,395185.5,367084.125
Units Reimbursed,C08,2024Q2,AutoARIMA,3311409.0,3428308.989092184,116899.98909218423,312310.47592594277
Units Reimbursed,C08,2024Q2,SARIMA,3311409.0,3428308.989092184,116899.98909218423,312310.47592594277
Units Reimbursed,C08,2024Q3,Historical Mean,3172560.0,2657362.2770714285,515197.7229285715,489296.4729285715
Units Reimbursed,C08,2024Q3,Naive,3172560.0,3309789.0,137229.0,184286.5
Units Reimbursed,C08,2024Q3,Seasonal Naive,3172560.0,3451610.5,279050.5,367084.125
Units Reimbursed,C08,2024Q3,AutoARIMA,3172560.0,3489629.4627597015,317069.46275970154,312310.47592594277
Units Reimbursed,C08,2024Q3,SARIMA,3172560.0,3489629.4627597015,317069.46275970154,312310.47592594277
Units Reimbursed,C08,2024Q4,Historical Mean,2752184.5,2657362.2770714285,94822.22292857151,489296.4729285715
Units Reimbursed,C08,2024Q4,Naive,2752184.5,3309789.0,557604.5,184286.5
Units Reimbursed,C08,2024Q4,Seasonal Naive,2752184.5,3309789.0,557604.5,367084.125
Units Reimbursed,C08,2024Q4,AutoARIMA,2752184.5,3550949.9364272193,798765.4364272193,312310.47592594277
Units Reimbursed,C08,2024Q4,SARIMA,2752184.5,3550949.9364272193,798765.4364272193,312310.47592594277
Units Reimbursed,C09,2024Q1,Historical Mean,6395859.815,5445881.2818928575,949978.5331071429,620842.0923035715
Units Reimbursed,C09,2024Q1,Naive,6395859.815,6734233.058,338373.2429999998,714403.12625
Units Reimbursed,C09,2024Q1,Seasonal Naive,6395859.815,7415587.262,1019727.4469999997,1154589.99375
Units Reimbursed,C09,2024Q1,AutoARIMA,6395859.815,6853118.458740741,457258.6437407406,1011616.628101852
Units Reimbursed,C09,2024Q1,SARIMA,6395859.815,6853118.458740741,457258.6437407406,1011616.628101852
Units Reimbursed,C09,2024Q2,Historical Mean,6227780.905,5445881.2818928575,781899.6231071427,620842.0923035715
Units Reimbursed,C09,2024Q2,Naive,6227780.905,6734233.058,506452.15299999993,714403.12625
Units Reimbursed,C09,2024Q2,Seasonal Naive,6227780.905,7540637.505,1312856.5999999996,1154589.99375
Units Reimbursed,C09,2024Q2,AutoARIMA,6227780.905,6972003.859481482,744222.9544814816,1011616.628101852
Units Reimbursed,C09,2024Q2,SARIMA,6227780.905,6972003.859481482,744222.9544814816,1011616.628101852
Units Reimbursed,C09,2024Q3,Historical Mean,6103584.61,5445881.2818928575,657703.3281071428,620842.0923035715
Units Reimbursed,C09,2024Q3,Naive,6103584.61,6734233.058,630648.4479999999,714403.12625
Units Reimbursed,C09,2024Q3,Seasonal Naive,6103584.61,7007221.877,903637.267,1154589.99375
Units Reimbursed,C09,2024Q3,AutoARIMA,6103584.61,7090889.260222223,987304.6502222223,1011616.628101852
Units Reimbursed,C09,2024Q3,SARIMA,6103584.61,7090889.260222223,987304.6502222223,1011616.628101852
Units Reimbursed,C09,2024Q4,Historical Mean,5352094.397,5445881.2818928575,93786.88489285763,620842.0923035715
Units Reimbursed,C09,2024Q4,Naive,5352094.397,6734233.058,1382138.6610000003,714403.12625
Units Reimbursed,C09,2024Q4,Seasonal Naive,5352094.397,6734233.058,1382138.6610000003,1154589.99375
Units Reimbursed,C09,2024Q4,AutoARIMA,5352094.397,7209774.6609629635,1857680.2639629636,1011616.628101852
Units Reimbursed,C09,2024Q4,SARIMA,5352094.397,7209774.6609629635,1857680.2639629636,1011616.628101852
Units Reimbursed,C10,2024Q1,Historical Mean,7782285.06,6044130.401535713,1738154.6584642865,1323997.9174642868
Units Reimbursed,C10,2024Q1,Naive,7782285.06,7687224.136,95060.92399999965,366626.27899999986
Units Reimbursed,C10,2024Q1,Seasonal Naive,7782285.06,8108383.494,326098.43400000036,672247.7490000001
Units Reimbursed,C10,2024Q1,AutoARIMA,7782285.06,7649579.389781494,132705.6702185059,492314.8685557151
Units Reimbursed,C10,2024Q1,SARIMA,7782285.06,7649579.389781494,132705.6702185059,492314.8685557151
Units Reimbursed,C10,2024Q2,Historical Mean,7605857.341,6044130.401535713,1561726.939464287,1323997.9174642868
Units Reimbursed,C10,2024Q2,Naive,7605857.341,7687224.136,81366.79499999993,366626.27899999986
Units Reimbursed,C10,2024Q2,Seasonal Naive,7605857.341,8360690.686,754833.3449999997,672247.7490000001
Units Reimbursed,C10,2024Q2,AutoARIMA,7605857.341,7721649.702728834,115792.36172883399,492314.8685557151
Units Reimbursed,C10,2024Q2,SARIMA,7605857.341,7721649.702728834,115792.36172883399,492314.8685557151
Units Reimbursed,C10,2024Q3,Historical Mean,7538300.274,6044130.401535713,1494169.872464287,1323997.9174642868
Units Reimbursed,C10,2024Q3,Naive,7538300.274,7687224.136,148923.86199999973,366626.27899999986
Units Reimbursed,C10,2024Q3,Seasonal Naive,7538300.274,8005205.956,466905.68200000003,672247.7490000001
Units Reimbursed,C10,2024Q3,AutoARIMA,7538300.274,7836659.017804546,298358.7438045461,492314.8685557151
Units Reimbursed,C10,2024Q3,SARIMA,7538300.274,7836659.017804546,298358.7438045461,492314.8685557151
Units Reimbursed,C10,2024Q4,Historical Mean,6546070.601,6044130.401535713,501940.1994642867,1323997.9174642868
Units Reimbursed,C10,2024Q4,Naive,6546070.601,7687224.136,1141153.5350000001,366626.27899999986
Units Reimbursed,C10,2024Q4,Seasonal Naive,6546070.601,7687224.136,1141153.5350000001,672247.7490000001
Units Reimbursed,C10,2024Q4,AutoARIMA,6546070.601,7968473.299470974,1422402.6984709743,492314.8685557151
Units Reimbursed,C10,2024Q4,SARIMA,6546070.601,7968473.299470974,1422402.6984709743,492314.8685557151
Units Reimbursed,D01,2024Q1,Historical Mean,1333213.272,880192.0435357143,453021.22846428584,621528.1447142859
Units Reimbursed,D01,2024Q1,Naive,1333213.272,1183326.246,149887.02600000007,318393.94225
Units Reimbursed,D01,2024Q1,Seasonal Naive,1333213.272,1040470.523,292742.74900000007,376469.5775000001
